totalClassCount,coveredClassCount,totalMethodCount,coveredMethodCount,totalLineCount,coveredLineCount,totalBranchCount,coveredBranchCount,testedClass,testName
1,1,3,3,4,4,0,0,be.thibber.gamification.Person,PersonTest
1,1,8,5,15,10,6,4,be.thibber.gamification.vehicle.Vehicle,VehicleTest
1,1,8,3,15,5,6,1,be.thibber.gamification.vehicle.Vehicle,VehicleTest.testisNotStopped
