id,user,total_class_count,covered_class_count,total_method_count,covered_method_count,total_line_count,covered_line_count,total_branch_count,covered_branch_count,tested_class,test_name,game_mode,created_at
148,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,1,11,9,24,16,12,5,be.thibber.gamification.vehicle.Car,CarTest.testRemovePassenger,0,2025-04-17 08:05:29.444254
149,0d271530-be17-4538-bf04-dde3c6069b5f,1,1,11,11,22,22,10,10,be.thibber.gamification.vehicle.Car,CarTest,0,2025-04-17 08:05:50.496487
150,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,1,11,9,24,16,12,5,be.thibber.gamification.vehicle.Car,CarTest.testRemovePassenger,0,2025-04-17 08:06:14.270983
151,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,1,11,7,24,12,12,3,be.thibber.gamification.vehicle.Car,CarTest.testRemovePassengerNull,0,2025-04-17 08:06:23.048013
152,223bf16c-aaad-404f-8a47-61f3ced741e4,1,1,7,5,12,9,2,1,be.thibber.gamification.building.Building,BuildingTest,0,2025-04-17 08:06:38.208110
153,b39dc415-9bb6-4d5d-a8f9-30fd61f6a594,1,0,6,0,8,0,0,0,be.thibber.gamification.Road,RoadTest.roadTest,0,2025-04-17 08:06:41.807918
154,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,0,7,0,21,0,14,0,be.thibber.gamification.PolyLine,be.thibber.gamification in gamified-testing,0,2025-04-17 08:06:53.572809
155,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,0,10,0,32,0,16,0,be.thibber.gamification.City,be.thibber.gamification in gamified-testing,0,2025-04-17 08:06:53.619903
156,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,1,11,10,24,20,12,8,be.thibber.gamification.vehicle.Car,be.thibber.gamification in gamified-testing,0,2025-04-17 08:06:53.622955
157,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,0,6,0,8,0,0,0,be.thibber.gamification.Road,be.thibber.gamification in gamified-testing,0,2025-04-17 08:06:53.649617
158,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,0,9,0,15,0,6,0,be.thibber.gamification.building.Parking,be.thibber.gamification in gamified-testing,0,2025-04-17 08:06:53.652079
159,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,1,8,8,15,15,6,6,be.thibber.gamification.vehicle.Vehicle,be.thibber.gamification in gamified-testing,0,2025-04-17 08:06:53.652360
160,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,1,8,4,14,6,0,0,be.thibber.gamification.Coords,be.thibber.gamification in gamified-testing,0,2025-04-17 08:06:53.670177
161,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,1,2,2,2,2,0,0,be.thibber.gamification.building.House,be.thibber.gamification in gamified-testing,0,2025-04-17 08:06:53.679685
162,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,0,1,0,1,0,0,0,be.thibber.gamification.exceptions.FullParkingException,be.thibber.gamification in gamified-testing,0,2025-04-17 08:06:53.702457
163,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,1,7,7,14,14,4,4,be.thibber.gamification.building.Building,be.thibber.gamification in gamified-testing,0,2025-04-17 08:06:53.705825
164,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,1,3,2,4,3,0,0,be.thibber.gamification.Person,be.thibber.gamification in gamified-testing,0,2025-04-17 08:06:53.729607
165,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,0,7,0,21,0,14,0,be.thibber.gamification.PolyLine,be.thibber.gamification in gamified-testing,0,2025-04-17 08:08:27.759553
166,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,0,10,0,32,0,16,0,be.thibber.gamification.City,be.thibber.gamification in gamified-testing,0,2025-04-17 08:08:27.791260
167,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,1,11,11,24,22,12,8,be.thibber.gamification.vehicle.Car,be.thibber.gamification in gamified-testing,0,2025-04-17 08:08:27.802109
168,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,0,6,0,8,0,0,0,be.thibber.gamification.Road,be.thibber.gamification in gamified-testing,0,2025-04-17 08:08:27.813587
169,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,1,8,8,15,15,6,6,be.thibber.gamification.vehicle.Vehicle,be.thibber.gamification in gamified-testing,0,2025-04-17 08:08:27.832558
170,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,1,8,4,14,6,0,0,be.thibber.gamification.Coords,be.thibber.gamification in gamified-testing,0,2025-04-17 08:08:27.836620
171,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,1,2,2,2,2,0,0,be.thibber.gamification.building.House,be.thibber.gamification in gamified-testing,0,2025-04-17 08:08:27.867959
172,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,0,1,0,1,0,0,0,be.thibber.gamification.exceptions.FullParkingException,be.thibber.gamification in gamified-testing,0,2025-04-17 08:08:27.878234
173,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,1,7,7,14,14,4,4,be.thibber.gamification.building.Building,be.thibber.gamification in gamified-testing,0,2025-04-17 08:08:27.889325
174,caadbaac-e919-4b9b-b3a5-9d074d40493c,1,1,3,2,4,3,0,0,be.thibber.gamification.Person,be.thibber.gamification in gamified-testing,0,2025-04-17 08:08:27.897239
175,223bf16c-aaad-404f-8a47-61f3ced741e4,1,0,10,0,32,0,16,0,be.thibber.gamification.City,CityTest,0,2025-04-17 08:10:25.202402
