user,group,session,timestamp,sourceFile,survived,killed,mutants_count,game_mode
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,1,2025-04-17 09:30:06.028000+02:00,Car.java,13,0,13,achievements
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,1,2025-04-17 09:30:06.028000+02:00,City.java,22,0,22,achievements
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,1,2025-04-17 09:30:06.028000+02:00,Coords.java,7,8,15,achievements
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,1,2025-04-17 09:30:06.028000+02:00,House.java,2,0,2,achievements
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,1,2025-04-17 09:30:06.028000+02:00,Parking.java,16,0,16,achievements
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,1,2025-04-17 09:30:06.028000+02:00,Person.java,2,0,2,achievements
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,1,2025-04-17 09:30:06.028000+02:00,PolyLine.java,20,0,20,achievements
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,1,2025-04-17 09:30:06.028000+02:00,Road.java,3,0,3,achievements
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,1,2025-04-17 09:30:06.028000+02:00,Vehicle.java,15,0,15,achievements
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,2,2025-04-17 10:07:43.975000+02:00,Building.java,8,0,8,leaderboard
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,2,2025-04-17 10:07:43.975000+02:00,Car.java,13,0,13,leaderboard
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,2,2025-04-17 10:07:43.975000+02:00,City.java,22,0,22,leaderboard
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,2,2025-04-17 10:07:43.975000+02:00,Coords.java,2,13,15,leaderboard
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,2,2025-04-17 10:07:43.975000+02:00,House.java,2,0,2,leaderboard
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,2,2025-04-17 10:07:43.975000+02:00,Parking.java,16,0,16,leaderboard
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,2,2025-04-17 10:07:43.975000+02:00,Person.java,0,2,2,leaderboard
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,2,2025-04-17 10:07:43.975000+02:00,PolyLine.java,20,0,20,leaderboard
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,2,2025-04-17 10:07:43.975000+02:00,Road.java,3,0,3,leaderboard
a7c1124d-d4fc-4fc7-bb6f-b73e2f1b7fdd,A,2,2025-04-17 10:07:43.975000+02:00,Vehicle.java,15,0,15,leaderboard
b39dc415-9bb6-4d5d-a8f9-30fd61f6a594,A,1,2025-04-17 09:25:54.925000+02:00,Building.java,8,0,8,achievements
b39dc415-9bb6-4d5d-a8f9-30fd61f6a594,A,1,2025-04-17 09:25:54.925000+02:00,Car.java,13,0,13,achievements
b39dc415-9bb6-4d5d-a8f9-30fd61f6a594,A,1,2025-04-17 09:25:54.925000+02:00,City.java,22,0,22,achievements
