Action,Name,Points,GameMode,Timestamp
TriggerXAssertsByTestsAchievement,Assert and Tested,1,ACHIEVEMENTS,2025-04-17 09:29:52.154
TriggerXAssertsByTestsAchievement,Assert and Tested,1,ACHIEVEMENTS,2025-04-17 09:29:52.456
TriggerXAssertsByTestsAchievement,Assert and Tested,1,ACHIEVEMENTS,2025-04-17 09:29:52.648
TriggerXAssertsByTestsAchievement,Assert and Tested,1,ACHIEVEMENTS,2025-04-17 09:29:52.775
TriggerXAssertsByTestsAchievement,Assert and Tested,1,ACHIEVEMENTS,2025-04-17 09:29:52.886
RunXTestSuitesAchievement,The Tester,1,ACHIEVEMENTS,2025-04-17 09:29:53.035
TriggerXAssertsByTestsAchievement,Assert and Tested,1,ACHIEVEMENTS,2025-04-17 09:29:53.103
RunWithCoverageAchievement,Gotta Catch ’Em All,1,ACHIEVEMENTS,2025-04-17 09:29:53.437
CoverXLinesAchievement,Line-by-line,14,ACHIEVEMENTS,2025-04-17 09:29:54.419
CoverXMethodsAchievement,Check your methods,8,ACHIEVEMENTS,2025-04-17 09:29:54.567
CoverXClassesAchievement,Check your classes,1,ACHIEVEMENTS,2025-04-17 09:29:54.768
CoverXLinesAchievement,Line-by-line,14,ACHIEVEMENTS,2025-04-17 09:29:55.595
CoverXMethodsAchievement,Check your methods,8,ACHIEVEMENTS,2025-04-17 09:29:55.787
CoverXClassesAchievement,Check your classes,1,ACHIEVEMENTS,2025-04-17 09:29:56.009
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:46:42.618
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:46:42.636
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:46:42.846
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:46:43.014
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:46:43.183
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:46:43.302
RunWithCoverageAchievement,Gotta Catch ’Em All,1,LEADERBOARD,2025-04-17 09:46:43.307
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:46:43.436
CoverXLinesAchievement,Line-by-line,14,LEADERBOARD,2025-04-17 09:46:43.989
CoverXMethodsAchievement,Check your methods,8,LEADERBOARD,2025-04-17 09:46:43.994
CoverXClassesAchievement,Check your classes,1,LEADERBOARD,2025-04-17 09:46:43.998
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:49:00.58
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 09:49:56.364
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:50:12.888
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:50:13.471
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:50:33.477
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 09:51:30.784
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:51:36.764
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:51:37.292
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:51:53.726
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:51:54.309
RunWithCoverageAchievement,Gotta Catch ’Em All,1,LEADERBOARD,2025-04-17 09:51:54.315
CoverXLinesAchievement,Line-by-line,4,LEADERBOARD,2025-04-17 09:51:54.632
CoverXMethodsAchievement,Check your methods,3,LEADERBOARD,2025-04-17 09:51:54.635
CoverXClassesAchievement,Check your classes,1,LEADERBOARD,2025-04-17 09:51:54.638
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:52:07.298
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:52:07.418
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:54:33.343
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 09:56:28.087
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:56:41.635
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 09:59:59.417
RefactorCodeAchievement,Shine in new splendour,1,LEADERBOARD,2025-04-17 10:00:13.02
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 10:00:23.116
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 10:00:23.656
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 10:00:38.962
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 10:00:39.483
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 10:01:39.241
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 10:01:59.525
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 10:02:44.368
RefactorXTestNamesAchievement,The Eponym,1,LEADERBOARD,2025-04-17 10:02:44.379
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 10:06:38.425
