Action,Name,Points,GameMode,Timestamp
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:14:55.717
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:14:56.107
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 09:15:25.087
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:15:25.087
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:15:25.632
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:15:26.026
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 09:16:15.973
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:16:15.973
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:16:16.933
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:16:39.457
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:16:45.656
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:16:46.043
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 09:17:48.092
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:17:48.092
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:17:49.026
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:17:57.918
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:17:58.309
RefactorAddXAssertionsAchievement,Double check,2,LEADERBOARD,2025-04-17 09:19:24.159
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:19:24.159
TriggerXAssertsByTestsAchievement,Assert and Tested,2,LEADERBOARD,2025-04-17 09:19:24.711
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:19:25.102
RefactorAddXAssertionsAchievement,Double check,2,LEADERBOARD,2025-04-17 09:20:22.003
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:20:22.003
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:20:22.548
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:20:22.935
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:21:45.411
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:21:45.979
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:21:46.374
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 09:22:08.973
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:22:08.974
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:22:09.52
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:22:09.912
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 09:22:50.643
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:22:51.174
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:22:51.567
RefactorAddXAssertionsAchievement,Double check,1,LEADERBOARD,2025-04-17 09:24:07.331
AddTestsAchievement,Safety First,1,LEADERBOARD,2025-04-17 09:24:07.332
TriggerXAssertsByTestsAchievement,Assert and Tested,1,LEADERBOARD,2025-04-17 09:24:07.892
RunXTestSuitesAchievement,The Tester,1,LEADERBOARD,2025-04-17 09:24:08.278
