Utilisateur,Nombre d'envoi,Nombre d'activité,Groupe
b0ce21ef-0c91-4be3-8aed-9bd1062ce0bf,0,0.0,Inconnu
11555248-3f01-4d1c-9a71-ef7caf9150fa,1,4.0,B
1fc23e66-121e-450a-86ba-d109bc64b9bb,0,0.0,Inconnu
ff65b446-d728-4f12-98a8-c63529c589ba,0,13.0,A
afb0f9dc-6acf-48cd-a0e1-032f5df9366f,0,13.0,B
72b5701e-d26c-49cb-a91b-6a3249246495,0,21.0,B
db05d465-5823-4bdd-b3b8-55eb42642552,0,11.0,A
7234f6dc-a316-4576-8453-6e10d7cf1c3d,0,47.0,A
fb270a09-6a45-4eae-8f9a-3c808faec3ee,0,81.0,B
